"id","Time","VE","Fb","VT","PO2","PCO2","ScO2"
"IHLTF02",0,19.36696053,18.09954834,0.961960971,94.95630646,39.72844696,97.3820700519895
"IHLTF02",3.31500000000051,21.01457596,22.47191048,0.840706348,95.16387939,40.08799744,97.3985381949173
"IHLTF02",5.98500000000058,22.4797802,21.81818199,0.926269114,97.23958588,39.60154343,97.5559786536744
"IHLTF02",8.73500000000058,24.39434242,22.8571434,0.959468901,97.44715881,39.47464371,97.5710274664961
"IHLTF02",11.3600000000006,23.92263794,23.39181328,0.919409275,97.23958588,39.6649971,97.5559786536744
"IHLTF02",13.9250000000002,20.22171593,18.29268265,0.993812144,99.10771179,38.84014511,97.6871428896946
"IHLTF02",17.2049999999999,22.89548302,17.29106712,1.190396667,96.61687469,39.47464371,97.5100918723744
"IHLTF02",20.6750000000002,21.86558342,18.83830452,1.043477178,87.89891052,39.93994904,96.7305240157497
"IHLTF02",23.8600000000006,23.53014755,17.8571434,1.184612751,84.16262817,40.23604965,96.2985083828268
"IHLTF02",27.2200000000003,23.38872528,18.98734093,1.107404113,78.76579285,40.55329895,95.5333435540304
"IHLTF02",30.3800000000001,29.29959869,20.06688881,1.312639117,75.23709869,40.68019867,94.9193861505911
"IHLTF02",33.3699999999999,23.41520882,19.63993454,1.071819663,72.5386734,40.68019867,94.3745819143846
"IHLTF02",36.4250000000002,27.05947495,19.51219559,1.246742964,69.42511749,42.13955688,93.6487637300705
"IHLTF02",39.5,25.77980423,17.56954575,1.3191154,65.27370453,42.90095901,92.4831325678416
"IHLTF02",42.915,29.75564766,18.32061005,1.460135579,62.16014481,43.36626053,91.4255432319774
"IHLTF02",46.1900000000005,32.23898315,17.62114525,1.644791722,60.08443451,42.9221077,90.6146912663789
"IHLTF02",49.5950000000003,35.8623085,14.54545498,2.216535091,57.80115891,43.0490036,89.6084213938667
"IHLTF02",53.7200000000003,35.16542435,16.23815918,1.946896076,61.53743744,42.81635666,91.1918828843957
"IHLTF02",57.415,36.38347244,16.57458496,1.973445773,75.02951813,42.49910355,94.8799607031474
"IHLTF02",61.0350000000008,34.03574371,15.64537144,1.955748796,82.08692932,41.82229996,96.0260611402767
"IHLTF02",64.8699999999999,30.50951576,16.26016235,1.686841011,90.18217468,42.11840439,96.9624714816887
"IHLTF02",68.5600000000004,30.73071289,17.46724892,1.581655264,97.65472412,42.13955688,97.58595428512
